"id","deaths"
"0470","14"
"0471","6"
"0472","17"
"0473","8"
"0474","9"
"0475","14"
"0476","15"
"0477","13"
"0478","11"
"0479","5"
"0480","10"
"0481","10"
"0482","10"
"0483","3"
"0484","10"
"0485","10"
"0486","10"
"0487","4"
"0488","6"
"0489","11"
"0490","15"
"0491","11"
"0492","12"
"0493","11"
"0494","8"
"0495","12"
"0496","7"
"0497","12"
"0498","11"
"0499","15"
"0500","8"
"0501","11"
"0502","10"
"0503","14"
"0504","9"
"0505","9"
"0506","9"
"0507","6"
"0508","6"
"0509","10"
"0510","15"
"0511","14"
"0512","10"
"0513","5"
"0514","8"
"0515","2"
"0516","9"
"0517","5"
"0518","8"
"0519","4"
"0520","9"
"0521","9"
"0522","13"
"0523","11"
"0524","12"
"0525","13"
"0526","4"
"0527","12"
"0528","5"
"0529","10"
"0530","10"
"0531","14"
"0532","12"
"0533","9"
"0534","9"
"0535","12"
"0536","16"
"0537","11"
"0538","10"
"0539","9"
"0540","5"
"0541","9"
"0542","11"
"0543","9"
"0544","11"
"0545","10"
"0546","5"
"0547","13"
"0548","8"
"0549","10"
"0550","12"
"0551","10"
"0552","7"
"0553","8"
"0554","12"
"0555","4"
"0556","6"
"0557","10"
"0558","15"
"0559","11"
"0560","16"
"0561","5"
"0562","11"
"0563","10"
"0564","13"
"0565","4"
"0566","11"
"0567","12"
"0568","9"
"0569","8"
"0570","5"
"0571","8"
"0572","11"
"0573","14"
"0574","8"
"0575","6"
"0576","10"
"0577","12"
"0578","6"
"0579","13"
"0580","25"
"0581","12"
"0582","8"
"0583","6"
"0584","10"
"0585","5"
"0586","9"
"0587","11"
"0588","16"
"0589","12"
"0590","8"
"0591","7"
"0592","8"
"0593","9"
"0594","9"
"0595","10"
"0596","14"
"0597","18"
"0598","5"
"0599","10"
"0600","11"
"0601","9"
"0602","14"
"0603","15"
"0604","10"
"0605","10"
"0606","9"
"0607","11"
"0608","8"
"0609","11"
"0610","12"
"0611","11"
"0612","13"
"0613","7"
"0614","12"
"0615","13"
"0616","4"
"0617","10"
"0618","14"
"0619","3"
"0620","18"
"0621","14"
"0622","11"
"0623","9"
"0624","13"
"0625","7"
"0626","18"
"0627","8"
"0628","7"
"0629","6"
"0630","8"
"0631","10"
"0632","7"
"0633","6"
"0634","11"
"0635","5"
"0636","12"
"0637","4"
"0638","14"
"0639","11"
"0640","5"
"0641","12"
"0642","7"
"0643","6"
"0644","11"
"0645","11"
"0646","4"
"0647","11"
"0648","11"
"0649","13"
"0650","6"
"0651","13"
"0652","14"
"0653","12"
"0654","12"
"0655","8"
"0656","5"
"0657","11"
"0658","5"
"0659","6"
"0660","12"
"0661","7"
"0662","8"
"0663","12"
"0664","11"
"0665","10"
"0666","7"
"0667","10"
"0668","10"
"0669","11"
"0670","11"
"0671","9"
"0672","14"
"0673","8"
"0674","9"
"0675","8"
"0676","11"
"0677","12"
"0678","9"
"0679","15"
"0680","8"
"0681","6"
"0682","9"
"0683","10"
"0684","10"
"0685","12"
"0686","14"
"0687","6"
"0688","15"
"0689","11"
"0690","8"
"0691","12"
"0692","6"
"0693","8"
"0694","9"
"0695","7"
"0696","9"
"0697","9"
"0698","12"
"0699","8"
"0700","9"
"0701","9"
"0702","10"
"0703","9"
"0704","8"
"0705","4"
"0706","10"
"0707","8"
"0708","12"
"0709","7"
"0710","15"
"0711","12"
"0712","11"
"0713","11"
"0714","15"
"0715","9"
"0716","9"
"0717","12"
"0718","9"
"0719","9"
"0720","9"
"0721","8"
"0722","7"
"0723","14"
"0724","11"
"0725","10"
"0726","9"
"0727","7"
"0728","12"
"0729","17"
"0730","10"
"0731","11"
"0732","9"
"0733","11"
"0734","10"
"0735","18"
"0736","10"
"0737","11"
"0738","10"
"0739","11"
"0740","7"
"0741","18"
"0742","8"
"0743","6"
"0744","8"
"0745","9"
"0746","16"
"0747","11"
"0748","13"
"0749","9"
"0750","13"
"0751","15"
"0752","7"
"0753","11"
"0754","12"
"0755","9"
"0756","12"
"0757","14"
"0758","16"
"0759","7"
"0760","7"
"0761","7"
"0762","12"
"0763","10"
"0764","12"
"0765","8"
"0766","15"
"0767","7"
"0768","12"
"0769","10"
"0770","7"
"0771","6"
"0772","12"
"0773","7"
"0774","15"
"0775","12"
"0776","10"
"0777","9"
"0778","8"
"0779","6"
"0780","8"
"0781","10"
"0782","5"
"0783","11"
"0784","17"
"0785","10"
"0786","6"
"0787","11"
"0788","13"
"0789","15"
"0790","11"
"0791","11"
"0792","10"
"0793","11"
"0794","6"
"0795","8"
"0796","11"
"0797","9"
"0798","10"
"0799","7"
"0800","10"
"0801","15"
"0802","5"
"0803","6"
"0804","10"
"0805","8"
"0806","5"
"0807","11"
"0808","6"
"0809","10"
"0810","10"
"0811","8"
"0812","16"
"0813","13"
"0814","11"
"0815","11"
"0816","10"
"0817","0"
"0818","11"
"0819","8"
"0820","11"
"0821","10"
"0822","11"
"0823","10"
"0824","5"
"0825","7"
"0826","8"
"0827","8"
"0828","11"
"0829","10"
"0830","7"
"0831","11"
"0832","11"
"0833","8"
"0834","14"
"0835","8"
"0836","8"
"0837","11"
"0838","11"
"0839","12"
"0840","12"
"0841","11"
"0842","9"
"0843","8"
"0844","10"
"0845","11"
"0846","10"
"0847","9"
"0848","4"
"0849","5"
"0850","10"
"0851","6"
"0852","8"
"0853","16"
"0854","7"
"0855","16"
"0856","13"
"0857","12"
"0858","10"
"0859","7"
"0860","14"
"0861","6"
"0862","11"
"0863","10"
"0864","5"
"0865","6"
"0866","11"
"0867","9"
"0868","11"
"0869","11"
"0870","12"
"0871","14"
"0872","8"
"0873","8"
"0874","12"
"0875","10"
"0876","7"
"0877","12"
"0878","6"
"0879","12"
"0880","14"
"0881","14"
"0882","13"
"0883","14"
"0884","9"
"0885","7"
"0886","12"
"0887","12"
"0888","5"
"0889","8"
"0890","9"
"0891","17"
"0892","12"
"0893","8"
"0894","6"
"0895","6"
"0896","14"
"0897","9"
"0898","7"
"0899","12"
"0900","6"
"0901","10"
"0902","11"
"0903","12"
"0904","12"
"0905","14"
"0906","7"
"0907","9"
"0908","10"
"0909","10"
"0910","13"
"0911","12"
"0912","8"
"0913","9"
"0914","10"
"0915","13"
"0916","16"
"0917","7"
"0918","5"
"0919","17"
"0920","9"
"0921","6"
"0922","8"
"0923","8"
"0924","11"
"0925","5"
"0926","9"
"0927","10"
"0928","9"
"0929","12"
"0930","17"
"0931","10"
"0932","12"
"0933","12"
"0934","7"
"0935","8"
"0936","10"
"0937","10"
"0938","9"
"0939","9"
"0940","8"
"0941","11"
"0942","10"
"0943","9"
"0944","16"
"0945","12"
"0946","16"
"0947","5"
"0948","12"
"0949","10"
"0950","7"
"0951","18"
"0952","10"
"0953","11"
"0954","9"
"0955","9"
"0956","6"
"0957","6"
"0958","8"
"0959","14"
"0960","9"
"0961","8"
"0962","5"
"0963","12"
"0964","14"
"0965","12"
"0966","8"
"0967","12"
"0968","8"
"0969","13"
"0970","10"
"0971","17"
"0972","11"
"0973","11"
"0974","10"
"0975","13"
"0976","11"
"0977","15"
"0978","8"
"0979","5"
"0980","11"
"0981","12"
"0982","11"
"0983","6"
"0984","9"
"0985","10"
"0986","11"
"0987","6"
"0988","10"
"0989","10"
"0990","13"
"0991","10"
"0992","12"
"0993","11"
"0994","14"
"0995","8"
"0996","15"
"0997","13"
"0998","9"
"0999","13"
"1000","11"
"1001","6"
"1002","10"
"1003","8"
"1004","11"
"1005","7"
"1006","9"
"1007","18"
"1008","8"
"1009","11"
"1010","13"
"1011","5"
"1012","5"
"1013","9"
"1014","9"
"1015","7"
"1016","10"
"1017","8"
"1018","8"
"1019","7"
"1020","11"
"1021","14"
"1022","10"
"1023","7"
"1024","14"
"1025","12"
"1026","9"
"1027","5"
"1028","9"
"1029","11"
"1030","8"
"1031","10"
"1032","8"
"1033","11"
"1034","9"
"1035","9"
"1036","17"
"1037","13"
"1038","11"
"1039","9"
"1040","10"
"1041","11"
"1042","7"
"1043","16"
"1044","15"
"1045","5"
"1046","11"
"1047","13"
"1048","12"
"1049","4"
"1050","7"
"1051","7"
"1052","6"
"1053","9"
"1054","5"
"1055","9"
"1056","11"
"1057","11"
"1058","12"
"1059","12"
"1060","10"
"1061","9"
"1062","7"
"1063","17"
"1064","10"
"1065","8"
"1066","12"
"1067","9"
"1068","10"
"1069","11"
"1070","11"
"1071","11"
"1072","11"
"1073","10"
"1074","12"
"1075","8"
"1076","11"
"1077","8"
"1078","11"
"1079","5"
"1080","9"
"1081","5"
"1082","18"
"1083","9"
"1084","8"
"1085","12"
"1086","6"
"1087","8"
"1088","5"
"1089","12"
"1090","15"
"1091","17"
"1092","7"
"1093","3"
"1094","15"
"1095","10"
"1096","12"
"1097","8"
"1098","5"
"1099","6"
"1100","8"
"1101","8"
"1102","5"
"1103","12"
"1104","17"
"1105","14"
"1106","9"
"1107","10"
"1108","9"
"1109","7"
"1110","5"
"1111","7"
"1112","11"
"1113","4"
"1114","12"
"1115","11"
"1116","5"
"1117","10"
"1118","10"
"1119","16"
"1120","8"
"1121","6"
"1122","9"
"1123","13"
"1124","9"
"1125","7"
"1126","11"
"1127","11"
"1128","7"
"1129","9"
"1130","14"
"1131","8"
"1132","6"
"1133","10"
"1134","5"
"1135","10"
"1136","11"
"1137","9"
"1138","15"
"1139","8"
"1140","17"
"1141","6"
"1142","13"
"1143","7"
"1144","11"
"1145","6"
"1146","10"
"1147","8"
"1148","10"
"1149","7"
"1150","8"
"1151","4"
"1152","12"
"1153","16"
"1154","13"
"1155","8"
"1156","6"
"1157","7"
"1158","6"
"1159","10"
"1160","6"
"1161","12"
"1162","16"
"1163","7"
"1164","7"
"1165","13"
"1166","11"
"1167","7"
"1168","7"
"1169","9"
"1170","3"
"1171","6"
"1172","14"
"1173","7"
"1174","11"
"1175","10"
"1176","15"
"1177","8"
"1178","6"
"1179","7"
"1180","12"
"1181","2"
"1182","10"
"1183","7"
"1184","10"
"1185","8"
"1186","12"
"1187","9"
"1188","16"
"1189","9"
"1190","15"
"1191","4"
"1192","14"
"1193","11"
"1194","5"
"1195","13"
"1196","12"
"1197","17"
"1198","12"
"1199","9"
"1200","11"
"1201","10"
"1202","8"
"1203","17"
"1204","6"
"1205","10"
"1206","5"
"1207","10"
"1208","7"
"1209","10"
"1210","8"
"1211","10"
"1212","5"
"1213","18"
"1214","5"
"1215","9"
"1216","11"
"1217","9"
"1218","10"
"1219","9"
"1220","18"
"1221","9"
"1222","11"
"1223","9"
"1224","6"
"1225","11"
"1226","8"
"1227","8"
"1228","9"
"1229","13"
"1230","6"
"1231","14"
"1232","7"
"1233","13"
"1234","7"
"1235","9"
"1236","11"
"1237","6"
"1238","8"
"1239","12"
"1240","13"
"1241","11"
"1242","12"
"1243","7"
"1244","11"
"1245","12"
"1246","7"
"1247","10"
"1248","12"
"1249","7"
"1250","10"
"1251","16"
"1252","7"
"1253","9"
"1254","13"
"1255","10"
"1256","5"
"1257","11"
"1258","2"
"1259","5"
"1260","12"
"1261","3"
"1262","9"
"1263","8"
"1264","9"
"1265","11"
"1266","11"
"1267","11"
"1268","9"
"1269","5"
"1270","13"
"1271","10"
"1272","10"
"1273","11"
"1274","6"
"1275","9"
"1276","7"
"1277","12"
"1278","12"
"1279","10"
"1280","6"
"1281","5"
"1282","9"
"1283","10"
"1284","8"
"1285","7"
"1286","13"
"1287","12"
"1288","8"
"1289","9"
"1290","9"
"1291","12"
"1292","11"
"1293","12"
"1294","13"
"1295","5"
"1296","10"
"1297","6"
"1298","9"
"1299","7"
"1300","11"
"1301","5"
"1302","9"
"1303","11"
"1304","11"
"1305","12"
"1306","7"
"1307","8"
"1308","6"
"1309","7"
"1310","13"
"1311","9"
"1312","12"
"1313","12"
"1314","8"
"1315","7"
"1316","13"
"1317","10"
"1318","11"
"1319","12"
"1320","7"
"1321","7"
"1322","13"
"1323","14"
"1324","13"
"1325","9"
"1326","10"
"1327","8"
"1328","8"
"1329","9"
"1330","16"
"1331","13"
"1332","6"
"1333","8"
"1334","7"
"1335","4"
"1336","10"
"1337","13"
"1338","6"
"1339","9"
"1340","11"
"1341","12"
"1342","12"
"1343","13"
"1344","4"
"1345","8"
"1346","9"
"1347","6"
"1348","9"
"1349","9"
"1350","9"
"1351","10"
"1352","9"
"1353","11"
"1354","12"
"1355","6"
"1356","9"
"1357","9"
"1358","9"
"1359","14"
"1360","9"
"1361","10"
"1362","13"
"1363","10"
"1364","12"
"1365","11"
"1366","13"
"1367","8"
"1368","10"
"1369","9"
"1370","12"
"1371","12"
"1372","11"
"1373","11"
"1374","10"
"1375","10"
"1376","9"
"1377","8"
"1378","10"
"1379","8"
"1380","7"
"1381","8"
"1382","13"
"1383","10"
"1384","10"
"1385","8"
"1386","13"
"1387","5"
"1388","4"
"1389","8"
"1390","12"
"1391","13"
"1392","7"
"1393","6"
"1394","9"
"1395","17"
"1396","10"
"1397","8"
"1398","10"
"1399","11"
"1400","8"
"1401","8"
"1402","8"
"1403","9"
"1404","8"
"1405","13"
"1406","12"
"1407","10"
"1408","11"
"1409","4"
"1410","5"
"1411","12"
"1412","15"
"1413","9"
"1414","11"
"1415","6"
"1416","12"
"1417","5"
"1418","8"
"1419","13"
"1420","9"
"1421","12"
"1422","12"
"1423","13"
"1424","7"
"1425","7"
"1426","12"
"1427","9"
"1428","9"
"1429","5"
"1430","15"
"1431","9"
"1432","12"
"1433","11"
"1434","8"
"1435","15"
"1436","10"
"1437","6"
"1438","4"
"1439","14"
"1440","16"
"1441","4"
"1442","13"
"1443","8"
"1444","9"
"1445","18"
"1446","7"
"1447","14"
"1448","3"
"1449","8"
"1450","9"
"1451","10"
"1452","7"
"1453","9"
"1454","14"
"1455","5"
"1456","10"
"1457","11"
"1458","7"
"1459","9"
"1460","9"
"1461","11"
"1462","10"
"1463","4"
"1464","10"
"1465","11"
"1466","7"
"1467","9"
"1468","13"
"1469","12"
"1470","17"
"1471","11"
"1472","10"
"1473","21"
"1474","10"
"1475","10"
"1476","10"
"1477","11"
"1478","6"
"1479","13"
"1480","8"
"1481","9"
"1482","14"
"1483","10"
"1484","9"
"1485","10"
"1486","14"
"1487","13"
"1488","9"
"1489","4"
"1490","3"
"1491","8"
"1492","8"
"1493","3"
"1494","6"
"1495","7"
"1496","17"
"1497","17"
"1498","9"
"1499","8"
"1500","10"
"1501","6"
"1502","12"
"1503","5"
"1504","14"
"1505","10"
"1506","9"
"1507","15"
"1508","6"
"1509","10"
"1510","9"
"1511","7"
"1512","8"
"1513","8"
"1514","4"
"1515","13"
"1516","16"
"1517","10"
"1518","10"
"1519","9"
"1520","18"
"1521","8"
"1522","10"
"1523","14"
"1524","8"
"1525","6"
"1526","8"
"1527","21"
"1528","12"
"1529","15"
"1530","9"
"1531","11"
"1532","12"
"1533","8"
"1534","7"
"1535","6"
"1536","4"
"1537","8"
"1538","8"
"1539","11"
"1540","14"
"1541","15"
"1542","5"
"1543","6"
"1544","9"
"1545","14"
"1546","12"
"1547","11"
"1548","9"
"1549","9"
"1550","2"
"1551","11"
"1552","8"
"1553","12"
"1554","12"
"1555","13"
"1556","10"
"1557","7"
"1558","7"
"1559","7"
"1560","12"
"1561","10"
"1562","9"
"1563","14"
"1564","14"
"1565","9"
"1566","11"
"1567","8"
"1568","8"
"1569","9"
"1570","13"
"1571","7"
"1572","13"
"1573","5"
"1574","7"
"1575","12"
"1576","11"
"1577","15"
"1578","6"
"1579","12"
"1580","11"
"1581","10"
"1582","4"
"1583","13"
"1584","7"
"1585","11"
"1586","10"
"1587","9"
"1588","12"
"1589","11"
"1590","6"
"1591","8"
"1592","6"
"1593","14"
"1594","13"
"1595","13"
"1596","10"
"1597","15"
"1598","14"
"1599","11"
"1600","11"
"1601","7"
"1602","5"
"1603","8"
"1604","12"
"1605","11"
"1606","13"
"1607","10"
"1608","7"
"1609","9"
"1610","9"
"1611","15"
"1612","13"
"1613","13"
"1614","11"
"1615","12"
"1616","8"
"1617","7"
"1618","7"
"1619","12"
"1620","8"
"1621","9"
"1622","17"
"1623","7"
"1624","9"
"1625","6"
"1626","10"
"1627","7"
"1628","10"
"1629","16"
"1630","13"
"1631","4"
"1632","10"
"1633","7"
"1634","7"
"1635","9"
"1636","16"
"1637","14"
"1638","10"
"1639","15"
"1640","9"
"1641","14"
"1642","7"
"1643","9"
"1644","11"
"1645","11"
"1646","16"
"1647","7"
"1648","11"
"1649","14"
"1650","4"
"1651","10"
"1652","9"
"1653","7"
"1654","6"
"1655","14"
"1656","9"
"1657","5"
"1658","5"
"1659","9"
"1660","13"
"1661","14"
"1662","12"
"1663","10"
"1664","12"
"1665","8"
"1666","6"
"1667","8"
"1668","4"
"1669","7"
"1670","8"
"1671","8"
"1672","9"
"1673","8"
"1674","11"
"1675","19"
"1676","14"
"1677","11"
"1678","11"
"1679","5"
"1680","13"
"1681","10"
"1682","12"
"1683","7"
"1684","12"
"1685","7"
"1686","6"
"1687","8"
"1688","7"
"1689","16"
"1690","11"
"1691","10"
"1692","10"
"1693","9"
"1694","9"
"1695","9"
"1696","9"
"1697","11"
"1698","13"
"1699","10"
"1700","10"
"1701","7"
"1702","17"
"1703","6"
"1704","9"
"1705","8"
"1706","7"
"1707","9"
"1708","14"
"1709","11"
"1710","11"
"1711","13"
"1712","12"
"1713","11"
"1714","11"
"1715","5"
"1716","9"
"1717","8"
"1718","11"
"1719","6"
"1720","12"
"1721","12"
"1722","9"
"1723","9"
"1724","12"
"1725","3"
"1726","17"
"1727","7"
"1728","10"
"1729","9"
"1730","9"
"1731","12"
"1732","16"
"1733","12"
"1734","10"
"1735","4"
"1736","7"
"1737","8"
"1738","7"
"1739","11"
"1740","14"
"1741","10"
"1742","11"
"1743","5"
"1744","9"
"1745","15"
"1746","11"
"1747","15"
"1748","8"
"1749","13"
"1750","8"
"1751","11"
"1752","8"
"1753","12"
"1754","10"
"1755","8"
"1756","6"
"1757","11"
"1758","12"
"1759","10"
"1760","15"
"1761","16"
"1762","8"
"1763","12"
"1764","7"
"1765","9"
"1766","5"
"1767","9"
"1768","7"
"1769","14"
"1770","16"
"1771","9"
"1772","14"
"1773","11"
"1774","8"
"1775","15"
"1776","10"
"1777","10"
"1778","7"
"1779","8"
"1780","9"
"1781","7"
"1782","9"
"1783","7"
"1784","10"
"1785","13"
"1786","10"
"1787","11"
"1788","7"
"1789","3"
"1790","11"
"1791","16"
"1792","8"
"1793","10"
"1794","12"
"1795","6"
"1796","10"
"1797","9"
"1798","23"
"1799","13"
"1800","9"
"1801","6"
"1802","8"
"1803","9"
"1804","5"
"1805","8"
"1806","11"
"1807","9"
"1808","11"
"1809","11"
"1810","7"
"1811","9"
"1812","15"
"1813","11"
"1814","7"
"1815","8"
"1816","10"
"1817","6"
"1818","8"
"1819","12"
"1820","11"
"1821","9"
"1822","4"
"1823","10"
"1824","9"
"1825","8"
"1826","11"
"1827","11"
"1828","18"
"1829","8"
"1830","14"
"1831","9"
"1832","14"
"1833","9"
"1834","11"
"1835","7"
"1836","6"
"1837","12"
"1838","7"
"1839","7"
"1840","9"
"1841","7"
"1842","13"
"1843","13"
"1844","10"
"1845","10"
"1846","11"
"1847","10"
"1848","10"
"1849","8"
"1850","6"
"1851","6"
"1852","16"
"1853","9"
"1854","13"
"1855","9"
"1856","10"
"1857","6"
"1858","7"
"1859","8"
"1860","4"
"1861","7"
"1862","9"
"1863","8"
"1864","8"
"1865","12"
"1866","12"
"1867","18"
"1868","11"
"1869","20"
"1870","8"
"1871","6"
"1872","11"
"1873","6"
"1874","11"
"1875","15"
"1876","10"
"1877","7"
"1878","9"
"1879","11"
"1880","11"
"1881","8"
"1882","4"
"1883","12"
"1884","10"
"1885","10"
"1886","6"
"1887","8"
"1888","12"
"1889","9"
"1890","18"
"1891","13"
"1892","10"
"1893","5"
"1894","8"
"1895","10"
"1896","8"
"1897","10"
"1898","13"
"1899","18"
"1900","12"
"1901","14"
"1902","6"
"1903","7"
"1904","6"
"1905","15"
"1906","12"
"1907","11"
"1908","11"
"1909","12"
"1910","9"
"1911","11"
"1912","7"
"1913","10"
"1914","16"
"1915","11"
"1916","11"
"1917","13"
"1918","11"
"1919","9"
"1920","13"
"1921","10"
"1922","11"
"1923","10"
"1924","8"
"1925","12"
"1926","5"
"1927","14"
"1928","11"
"1929","13"
"1930","13"
"1931","7"
"1932","6"
"1933","9"
"1934","15"
"1935","16"
"1936","18"
"1937","9"
"1938","8"
"1939","7"
"1940","8"
"1941","8"
"1942","15"
"1943","17"
"1944","10"
"1945","5"
"1946","6"
"1947","8"
"1948","10"
"1949","11"
"1950","7"
"1951","4"
"1952","7"
"1953","14"
"1954","10"
"1955","14"
"1956","8"
"1957","13"
"1958","4"
"1959","11"
"1960","11"
"1961","10"
"1962","9"
"1963","9"
"1964","6"
"1965","9"
"1966","6"
"1967","8"
"1968","18"
"1969","11"
"1970","9"
"1971","8"
"1972","8"
"1973","10"
"1974","5"
"1975","10"
"1976","3"
"1977","9"
"1978","11"
"1979","11"
"1980","12"
"1981","10"
"1982","12"
"1983","13"
"1984","7"
"1985","10"
"1986","14"
"1987","5"
"1988","10"
"1989","12"
"1990","7"
"1991","6"
"1992","11"
"1993","13"
"1994","6"
"1995","10"
"1996","9"
"1997","9"
